epoch,loss,val_loss
875,18159.4140625,22176.259765625
876,18234.978515625,23786.576171875
877,18723.62109375,22476.482421875
878,18439.396484375,25117.78515625
879,18144.185546875,22936.486328125
880,17793.775390625,22217.81640625
881,18028.6640625,22056.30859375
882,17737.802734375,22640.06640625
883,17970.267578125,22290.580078125
884,17964.580078125,22314.14453125
885,17904.375,22229.0078125
886,17787.865234375,22368.333984375
887,17811.91015625,22508.71875
888,17944.55078125,22203.38671875
889,18270.205078125,21976.33984375
890,17858.408203125,21912.548828125
891,18239.619140625,21884.91796875
892,17818.443359375,22255.353515625
893,18291.736328125,21789.728515625
894,17685.333984375,22343.216796875
895,17769.58984375,23541.900390625
896,17859.30859375,23282.591796875
897,17626.81640625,22972.73828125
898,18183.916015625,22303.380859375
899,18180.828125,22114.216796875
900,17976.51171875,22346.466796875
901,17679.37109375,22509.0078125
902,18417.50390625,23432.875
903,18333.86328125,22335.71875
904,17995.5390625,21965.306640625
905,17561.236328125,23820.37109375
906,18043.705078125,21586.3125
907,17941.96875,22145.1015625
908,17841.224609375,22349.580078125
909,18058.607421875,23442.275390625
910,17905.064453125,21811.796875
911,17906.240234375,23111.146484375
912,17767.986328125,25369.869140625
913,17994.357421875,22219.91015625
914,17744.134765625,22306.40625
915,17582.6015625,22402.69921875
916,18187.736328125,22188.58203125
917,18124.37109375,22070.76953125
918,18073.576171875,21782.9921875
919,17676.2265625,22441.62890625
920,18012.2734375,21935.853515625
921,17679.1328125,21703.26171875
922,17454.251953125,21765.521484375
923,17772.912109375,21642.92578125
924,17942.634765625,22816.900390625
925,18137.6640625,22130.388671875
926,17496.677734375,21750.65234375
927,17824.384765625,22048.859375
928,18140.638671875,21708.38671875
929,17992.068359375,21925.068359375
930,17883.7421875,22409.359375
931,17622.18359375,22531.85546875
932,17508.80859375,21914.099609375
933,17336.599609375,24158.33984375
934,18019.783203125,21868.955078125
935,17790.8984375,23809.162109375
936,17317.650390625,24657.90234375
937,17839.32421875,21781.95703125
938,17658.55078125,21971.0390625
939,17432.306640625,23222.275390625
940,17399.89453125,23403.83984375
941,17705.041015625,22533.45703125
942,17540.404296875,22284.48828125
943,17523.390625,21606.8828125
944,18417.76171875,21545.4765625
945,17492.958984375,21815.3046875
946,17958.517578125,21764.767578125
947,17219.3671875,25723.361328125
948,17698.1796875,21580.1875
949,17880.392578125,21519.916015625
950,17623.427734375,21612.2890625
951,17409.640625,21767.0625
952,17684.3203125,22656.03515625
953,17556.021484375,22837.4921875
954,17549.763671875,23832.48828125
955,18126.34375,21742.337890625
956,17780.482421875,22834.98828125
957,17435.0546875,22510.763671875
958,17160.505859375,24799.634765625
959,18016.775390625,22919.677734375
960,17458.69140625,23265.951171875
961,17539.025390625,22565.73828125
962,17432.697265625,21607.68359375
963,17534.697265625,21771.5078125
964,17711.27734375,21958.859375
965,17282.09765625,22266.396484375
966,17781.6796875,21370.154296875
967,17364.630859375,21877.927734375
968,18088.806640625,25758.8671875
969,18101.900390625,21366.6328125
970,17405.1796875,21477.052734375
971,17201.646484375,21592.607421875
972,17633.88671875,22222.47265625
973,17481.064453125,22020.64453125
974,17107.947265625,21503.0078125
975,17647.349609375,21364.6875
976,17424.2890625,21546.767578125
977,17437.322265625,22862.544921875
978,17134.4375,22308.064453125
979,17307.994140625,24066.10546875
980,18115.841796875,21212.826171875
981,17390.861328125,24251.330078125
982,17847.193359375,21135.875
983,17336.84765625,21511.423828125
984,17016.8515625,21748.080078125
985,17493.38671875,22234.80078125
986,17169.150390625,22547.33984375
987,17326.533203125,21496.96875
988,17139.86328125,21198.103515625
989,16978.76953125,21754.23046875
990,17427.541015625,21430.60546875
991,17515.26953125,21591.390625
992,17972.064453125,21532.4375
993,17072.66796875,21553.396484375
994,16970.107421875,21622.955078125
995,17239.9296875,22619.2421875
996,16852.580078125,21680.716796875
997,17037.87109375,22885.71875
998,17219.498046875,21445.447265625
999,17249.349609375,22910.078125
